statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,19,0,38,36,0,2,0,0,0,0,19,40,19,0,0,21,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,2,0,0,21,0,0,1,0,0,0,0,0,0,0,39,43,0,0,0,0,0,0,0,1,2,4,4,0,7,8,0,1,1,0,0,0,34,53,32,0,0,16,7,7,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,4,0,0,23,0,0,0,0,0,0,0,1,0,0,30,42,0,1,0,0,0,1,0,3,1,2,9,1,7,11,0,0,0,0,0,0,32,48,32,0,0,15,4,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,1,0,0,89,0,0,2,2,2,0,0,2,0,0,122,144,0,5,0,0,0,0,0,2,3,18,39,0,25,14,0,12,1,0,0,0,98,171,90,2,6,92,23,17,44,8,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,1,0,0,51,0,0,8,1,1,2,2,0,0,0,68,79,0,1,0,0,0,0,0,3,0,3,30,1,26,18,1,6,2,2,0,0,50,88,45,0,0,42,5,4,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,2,3,1,0,1,0,3,0,0,0,0,0,0,3,12,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,1,0,0,218,0,0,58,0,0,0,0,0,0,0,246,412,0,0,0,0,0,0,0,3,0,4,237,3,78,56,4,19,4,0,0,0,223,403,202,6,113,309,50,48,238,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,2,0,0,12,0,0,3,1,1,1,1,0,0,0,25,31,0,0,0,0,0,0,0,0,1,1,3,0,8,2,4,4,2,0,0,0,19,33,18,0,0,11,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
