statements,undef_definition,alias_definition,require_definition,BEGIN_statement,END_statement,Expression,return_expression,yield_expression,iterator,block_var,block_vars,statement_modifier,modifier,rescue_statement,ensure_statement,return_statement,primary,reference,yield_statement,if_statement,unless_statement,while_statement,until_statement,case_statement,for_statement,class_definition,module_definition,method_definition,command,class_inheritance,literal,string_literal,numeric_literal,symbol_literal,array_literal,regular_expression,command_output,here_document,variable,identifier,varname,global_id,instance_id,operation,function_call,paren_call_args,call_args,binary_op,unary_op,Include statement,Respond To statement,Method Missing statement,Define Method statement,Attr Reader statement,Attr Writer statement,Attr Accessor statement,Instance Variable Get statement,Instance Variable Set statement,Class Variable Get statement,Class Variable Set statement,Const Get statement,Const Set statement,Eval statement,Class Eval statement,Module Eval statement,Instance Eval statement,Instance Exec statement,Send statement
14,0,0,0,0,0,44,0,0,2,0,0,3,3,0,0,0,81,129,0,1,0,1,0,0,0,0,1,6,16,0,17,4,6,5,2,2,0,0,107,143,106,0,0,37,10,9,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,1,0,1,1,1,4,0,1,3,0,0,0,0,2,9,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,0,0,13,0,0,6,0,0,0,0,0,0,0,31,39,0,0,0,0,0,0,0,0,0,0,10,0,12,5,0,8,0,0,0,0,19,43,19,0,0,23,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,0,15,17,0,0,0,0,0,0,0,1,0,1,4,1,6,1,1,4,0,0,0,0,9,20,8,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,1,0,0,32,0,0,10,0,0,0,0,0,0,0,91,119,0,0,0,0,0,0,0,0,0,0,34,0,33,17,2,15,0,0,0,0,54,104,44,0,0,62,13,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,5,0,3,3,0,0,0,0,0,0,0,6,0,0,0,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,1,0,0,45,0,0,17,0,0,0,0,0,0,0,83,107,0,0,0,0,0,0,0,0,0,0,33,0,35,19,1,16,0,0,0,0,47,103,47,0,0,60,11,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,0,27,0,0,6,0,0,0,0,0,0,0,56,66,0,0,0,0,0,0,0,0,0,0,25,0,17,12,0,6,0,0,0,0,31,67,24,0,0,46,15,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,1,0,1,4,1,14,0,1,13,1,0,0,0,6,25,4,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,46,0,0,0,0,0,1,1,1,0,0,67,85,0,1,1,0,0,0,0,1,0,13,24,0,14,0,0,14,0,0,0,0,54,106,55,0,9,61,11,11,29,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1019,1162,0,0,0,0,0,0,0,1,0,0,1,0,504,505,0,0,0,0,0,0,511,584,436,0,0,146,145,145,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,1,0,0,31,0,0,13,0,0,0,0,0,0,0,54,70,0,0,0,0,0,0,0,0,0,0,30,0,25,13,1,12,2,0,0,0,24,75,23,0,0,52,10,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,9,13,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,1,1,1,4,0,1,3,0,0,0,0,0,8,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
